item_id,title,category,brand,searchable_text,normalized_title,title_missing,brand_missing,category_missing
ITEM_0039adc7f8d2,"gri kia rondo 2013 - 2021 uyumlu oto branda, araba brandası, koruyucu örtü",otomobil & motosiklet/otomobil/araç dış aksesuar/oto branda,dokaca,gri kia rondo 2013 - 2021 uyumlu oto branda araba brandası koruyucu örtü otomobil motosiklet otomobil araç dış aksesuar oto branda dokaca unknown unknown araç marka ve model universal menşei tr,gri kia rondo 2013 - 2021 uyumlu oto branda araba brandası koruyucu örtü,False,False,False
ITEM_003c39f82c0c,brg siyah renk kaşe kısa kaban çift çepli,giyim/dış giyim/kaban & mont/kaban,daksel,brg siyah renk kaşe kısa kaban çift çepli giyim dış giyim kaban mont kaban daksel erkek yetişkin kalıp regular kumaş tipi dokuma renk siyah yaka tipi ceket yaka desen düz ürün detayı fermuar ürün tipi düz cep çift cepli kalınlık kalın astar durumu astarlı boy kısa siluet basic ortam casual günlük koleksiyon menswear kol boyu uzun kol t,brg siyah renk kaşe kısa kaban çift çepli,False,False,False
ITEM_003c77c3a483,4136b-1a-03 tekli güneş sarkıt 3top sarı,ev & mobilya/mobilya/elektrik & aydınlatma/avize,özcan aydınlatma,4136b-1a-03 tekli güneş sarkıt 3top sarı ev mobilya mobilya elektrik aydınlatma avize özcan aydınlatma unknown unknown materyal metal model ledli duy tipi led ampül başlık sayısı 1 renk sarı kullanım alanı salon oturma odası color detail sari,4136b-1a-03 tekli güneş sarkıt 3top sarı,False,False,False
ITEM_003d4414b0e7,yeni nesil peluş kumaş 120 cm 3 lü örgü koruma modeli,anne & bebek & çocuk/çocuk gereçleri/güvenlik/koruyucu tekstil,lucky kids,yeni nesil peluş kumaş 120cm 3 lü örgü koruma modeli anne bebek çocuk çocuk gereçleri güvenlik koruyucu tekstil lucky kids unknown bebek boyut büyük boy tip koruyucu yastık renk pembe kumaş dokuması pamuk menşei tr color detail toz pembe,yeni nesil peluş kumaş 120cm 3 lü örgü koruma modeli,False,False,False
ITEM_003d80f0b909,901 kmx s 9 kg kurutma makinesi,elektronik/beyaz eşya & iklimlendirme/beyaz eşya/kurutma makinesi,arçelik,901 kmx s 9kg kurutma makinesi elektronik beyaz eşya iklimlendirme beyaz eşya kurutma makinesi arçelik unknown unknown garanti tipi resmi distribütör garantili yükseklik 85cm maksimum kurutma kapasitesi 9kg enerji sınıfı e yeni enerji sınıfı renk çok renkli genişlik 60cm kurutma teknolojisi isı pompalı garanti süresi 3 yıl ücretsiz kurulum montaj var kurulu,901 kmx s 9kg kurutma makinesi,False,False,False
ITEM_003dbed2aed4,rengin yeni 6 kişilik kahve fincanı 85 ml,ev & mobilya/ev/sofra & mutfak/sofra/kahve fincanı,karaca,rengin yeni 6 kişilik kahve fincanı 85ml ev mobilya ev sofra mutfak sofra kahve fincanı karaca unknown unknown parça sayısı 7-12 renk gri kişi sayısı 6 kişilik hacim 85ml tema stil modern menşei cn materyal porselen bakım talimatları gıda temas ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz color detail renkli,rengin yeni 6 kişilik kahve fincanı 85ml,False,False,False
ITEM_003e72fe01e3,kreş yedek kıyafet torbası,giyim/bebek giyim/bebek tulumu/uyku tulumu,han collection,kreş yedek kıyafet torbası giyim bebek giyim bebek tulumu uyku tulumu han collection unisex çocuk desen baskılı materyal pamuklu renk bej yıkama talimatı type 1 boy standart siluet basic kalıp dar sürdürülebilirlik detayı hayır ortam sportswear color detail krem,kreş yedek kıyafet torbası,False,False,False
ITEM_003ed83c2c65,kışlık 3 iplik şardonlu çok kalın compact penye çocuk alt eşofmanı,giyim/alt giyim/eşofman/eşofman altı,mbtekstil,kışlık 3 iplik şardonlu çok kalın compact penye çocuk alt eşofmanı giyim alt giyim eşofman eşofman altı mbtekstil unisex çocuk renk gri bel normal bel boy uzun ortam casual günlük kumaş tipi dokuma dokuma tipi 3 iplik kutu durumu kutu yok color detail hex,kışlık 3 iplik şardonlu çok kalın compact penye çocuk alt eşofmanı,False,False,False
ITEM_003f4e89dd4b,35cmx50cm ahşap tablo marilyn monroe,ev & mobilya/ev/ev dekorasyon/tablo,cakatablo,35cmx50cm ahşap tablo marilyn monroe ev mobilya ev ev dekorasyon tablo cakatablo unknown unknown materyal mdf parça sayısı 1 renk beyaz boyut ebat 35 x 50 çerçeve tipi çerçevesiz tema stil soyut color detail no color,35cmx50cm ahşap tablo marilyn monroe,False,False,False
ITEM_003f914f9823,anat lolita çocuk parmak arası terlik lila 25/35,ayakkabı/sandalet ve terlik/terlik,ipanema,anat lolita çocuk parmak arası terlik lila 25 35 ayakkabı sandalet ve terlik terlik ipanema unisex çocuk saya materyali pvc astar materyali pvc materyal eva pvc topuk tipi düz topuklu topuk boyu kısa topuklu 1- 4cm renk mor taban materyali pvc iç taban materyali pvc sürdürülebilirlik detayı hayır persona young materyal bileşeni 100 pvc ortam b,anat lolita çocuk parmak arası terlik lila 25 35,False,False,False
ITEM_004000139056,bera metal silinebilir kumaş tabure (1 adet-montajli gönderim),ev & mobilya/mobilya/mutfak & banyo mobilyası/mutfak mobilyası/tabure,berawond,bera metal silinebilir kumaş tabure 1 adet-montajli gönderim ev mobilya mobilya mutfak banyo mobilyası mutfak mobilyası tabure berawond unknown unknown ortam şık renk sarı materyal demir boyut ebat 45 x 30 garanti süresi garantisiz tema stil modern menşei tr özellik sabit color detail sarı,bera metal silinebilir kumaş tabure 1 adet-montajli gönderim,False,False,False
ITEM_0040e605b681,krem zemin etnik tasarımlı dijital baskılı dekoratif süet yastık kırlent kılıfı,ev & mobilya/ev/ev dekorasyon/kırlent & kırlent kılıfı,nish & royal,krem zemin etnik tasarımlı dijital baskılı dekoratif süet yastık kırlent kılıfı ev mobilya ev ev dekorasyon kırlent kırlent kılıfı nish royal unknown unknown materyal süet renk çok renkli parça sayısı 1 parça üretim şekli dijital baskı çeşit kırlent kılıfı tema stil etnik yıkama talimatı type 1 color detail renkli,krem zemin etnik tasarımlı dijital baskılı dekoratif süet yastık kırlent kılıfı,False,False,False
ITEM_00413a2aca51,şenyayla çöp kovası bahçe çöp konteyneri 240 lt yeşil,bahçe & elektrikli el aletleri/bahçe/bahçe dekorasyonu/bahçe kovası,scratch anet,şenyayla çöp kovası bahçe çöp konteyneri 240lt yeşil bahçe elektrikli el aletleri bahçe bahçe dekorasyonu bahçe kovası scratch anet unknown unknown bakım talimatları genel ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz,şenyayla çöp kovası bahçe çöp konteyneri 240lt yeşil,False,False,False
ITEM_00417c3d4eac,daily perfection bio barrier şampuan kepek önleyici 500 ml x 2 adet,kozmetik & kişisel bakım/saç bakım/şampuan,dp,daily perfection bio barrier şampuan kepek önleyici 500ml x 2 adet kozmetik kişisel bakım saç bakım şampuan dp unisex yetişkin özellik parabensiz etki kepek önleyici hacim 500ml saç tipi tüm saç tipleri menşei tr refill evet,daily perfection bio barrier şampuan kepek önleyici 500ml x 2 adet,False,False,False
ITEM_004262044f40,undersöka termos renk: siyah ebat yükseklik: 21 cm hacim: 0.4 lt,spor & outdoor/ekipman & aksesuar/kamp/kamp mutfak ürünleri/termos,ikea,undersöka termos renk siyah ebat yükseklik 21cm hacim 0 4lt spor outdoor ekipman aksesuar kamp kamp mutfak ürünleri termos ikea unknown unknown ürün kutusu kutulu yalıtım süresi 6 saat kapasite 350-450ml materyal paslanmaz çelik renk siyah model içecek menşei cn bakım talimatları gıda temas elde yıkanmalıdır gıda temas sembolü evet color detail siyah,undersöka termos renk siyah ebat yükseklik 21cm hacim 0 4lt,False,False,False
ITEM_004501cadb9c,"chanelle sıvı sabunluk, tezgah üstü - pembe",ev & mobilya/ev/banyo/banyo aksesuarları/sabunluk,gedy,chanelle sıvı sabunluk tezgah üstü - pembe ev mobilya ev banyo banyo aksesuarları sabunluk gedy unknown unknown materyal reçine renk pembe menşei cn color detail pembe,chanelle sıvı sabunluk tezgah üstü - pembe,False,False,False
ITEM_00470961dc1a,pudra shk65 yumuşak suni deri kalpli çıtçıtlı telefon bozuk ve kağıt para bölmeli kartlıklı cüzdan,aksesuar/çanta/cüzdan,shaka,pudra shk65 yumuşak suni deri kalpli çıtçıtlı telefon bozuk ve kağıt para bölmeli kartlıklı cüzdan aksesuar çanta cüzdan shaka kadın yetişkin boyut orta boy materyal suni deri tip yatay renk pembe materyal bileşeni suni deri ortam casual günlük yıkama talimatı elde yıkama desen düz deri kalitesi imitasyon deri koleksiyon basic sürdürülebilirlik detayı evet paket içeriği 1 li yaş ,pudra shk65 yumuşak suni deri kalpli çıtçıtlı telefon bozuk ve kağıt para bölmeli kartlıklı cüzdan,False,False,False
ITEM_0047d7444ae1,garnier c vitamini parlak yüz temizleme jeli,"kozmetik & kişisel bakım/tıraş, ağda ve epilasyon/islak tıraş/tıraş köpük ve jeli",mu art,garnier c vitamini parlak yüz temizleme jeli kozmetik kişisel bakım tıraş ağda ve epilasyon islak tıraş tıraş köpük ve jeli mu art unisex unknown hacim 250ml form jel menşei tr,garnier c vitamini parlak yüz temizleme jeli,False,False,False
ITEM_0047f23f024e,tornio ahşap dresuar,ev & mobilya/mobilya/antre & hol/dresuar,sarıkaya,tornio ahşap dresuar ev mobilya mobilya antre hol dresuar sarıkaya unknown unknown materyal suntalam renk kahverengi tema stil modern özellik ayaklı yükseklik 75cm genişlik 80cm stil klasik paket genişlik 75cm paket derinlik 33cm paket yükseklik 33cm paket adedi 1 color detail ahşap,tornio ahşap dresuar,False,False,False
ITEM_004ae6bc28d5,eskitme lambader modern dekoratif metal oturma odası çalışma odası zemin lambası 170 cm kablo,ev & mobilya/mobilya/elektrik & aydınlatma/lambader,bamyum,eskitme lambader modern dekoratif metal oturma odası çalışma odası zemin lambası 170cm kablo ev mobilya mobilya elektrik aydınlatma lambader bamyum unknown unknown model tek ayaklı renk kahverengi materyal metal ampül başlık sayısı 1 duy tipi e27 yerden yüksekliği 151-200 menşei tr özellik masa üstü color detail eskitme,eskitme lambader modern dekoratif metal oturma odası çalışma odası zemin lambası 170cm kablo,False,False,False
ITEM_004b92436103,dik yaka yarım fermuarlı düz kazak sweatshirt,giyim/üst giyim/sweatshirt,uyguntarz,dik yaka yarım fermuarlı düz kazak sweatshirt giyim üst giyim sweatshirt uyguntarz unisex yetişkin kutu durumu kutu yok kol tipi uzun kol desen düz kalıp regular yaka tipi dik yaka kumaş tipi örme renk lacivert materyal pamuk polyester kapama şekli kapamasız cep cepsiz ürün detayı eskitme soluk efektli kol boyu uzun koleksiyon unisex pak,dik yaka yarım fermuarlı düz kazak sweatshirt,False,False,False
ITEM_0050cca1f737,kişiye özel isimli kabartmalı takmatik araç logo oto plakalık (1 takim),otomobil & motosiklet/otomobil/modifiye ürünleri/oto plakalık,karbonsoft,kişiye özel isimli kabartmalı takmatik araç logo oto plakalık 1 takim otomobil motosiklet otomobil modifiye ürünleri oto plakalık karbonsoft unknown unknown unknown,kişiye özel isimli kabartmalı takmatik araç logo oto plakalık 1 takim,False,False,False
ITEM_0051800af53b,dijital baskı renkli boncuk silikon dolgulu fermuarlı kırlent,ev & mobilya/ev/ev dekorasyon/kırlent & kırlent kılıfı,binna soft,dijital baskı renkli boncuk silikon dolgulu fermuarlı kırlent ev mobilya ev ev dekorasyon kırlent kırlent kılıfı binna soft unknown unknown materyal pamuk polyester renk mor şekil kare üretim şekli dijital baskı çeşit dolgulu kırlent tema stil çiçek desenli yıkama talimatı type 1 menşei tr color detail mor,dijital baskı renkli boncuk silikon dolgulu fermuarlı kırlent,False,False,False
ITEM_0051efb9ce5e,"kreş ve etkinlik masası – 70x70 cm, 50 cm yükseklik, dayanıklı plastik",ev & mobilya/mobilya/bebek & çocuk odası mobilyası/oyun & aktivite masası,adba,kreş ve etkinlik masası - 70x70cm 50cm yükseklik dayanıklı plastik ev mobilya mobilya bebek çocuk odası mobilyası oyun aktivite masası adba unknown unknown yaş 3+ yaş materyal polipropilen renk kırmızı sandalye sayısı 0 stil modern tema stil modern menşei tr özellik kare color detail kırmızı,kreş ve etkinlik masası - 70x70cm 50cm yükseklik dayanıklı plastik,False,False,False
ITEM_00521b680781,xlov - 2nd single [i one] album,hobi & eğlence/müzik alet ve ekipmanları/yabancı albüm,tays store,xlov - 2nd single i one album hobi eğlence müzik alet ve ekipmanları yabancı albüm tays store unknown unknown menşei kr,xlov - 2nd single i one album,False,False,False
ITEM_0054a976522e,kol kapi l300 88-09/h100 97-08 orta iç mb421120,otomobil & motosiklet/otomobil/diğer/oto anahtarlık,itaqi,kol kapi l300 88-09 h100 97-08 orta iç mb421120 otomobil motosiklet otomobil diğer oto anahtarlık itaqi unknown unknown araç marka ve model toyota corolla menşei cn bakım talimatları genel ürünün kullanım ömrünü korumak için ürüne özel bakım talimatlarını takip ediniz,kol kapi l300 88-09 h100 97-08 orta iç mb421120,False,False,False
ITEM_0054fac0b9ed,ev tipi kumda kahve makinası- bakır kumda kahve makinesi-kumda türk kahvesi makinesi,elektronik/elektrikli ev aletleri/yiyecek & içecek hazırlama/içecek hazırlama/türk kahvesi makinesi,ardıç endüstriyel,ev tipi kumda kahve makinası- bakır kumda kahve makinesi-kumda türk kahvesi makinesi elektronik elektrikli ev aletleri yiyecek içecek hazırlama içecek hazırlama türk kahvesi makinesi ardıç endüstriyel unknown unknown damlama emniyeti yok su kapasitesi 0-1l otomatik kapanma yok sesli ikaz yok taşma emniyeti yok materyal metal garanti süresi 3 yıl renk çok renkli fincan kapasitesi 1 fincan özel pişirme modu yok cezve malzemesi çelik otomatik su alımı yok ,ev tipi kumda kahve makinası- bakır kumda kahve makinesi-kumda türk kahvesi makinesi,False,False,False
ITEM_00552b8d81f8,marissa bej çift kişilik nakışlı nevresim pike set,ev & mobilya/ev/ev tekstili/yatak odası tekstili/nevresim takımı/çift kişilik nevresim,karaca home,marissa bej çift kişilik nakışlı nevresim pike set ev mobilya ev ev tekstili yatak odası tekstili nevresim takımı çift kişilik nevresim karaca home unknown unknown materyal pamuk polyester paket içeriği 4 lü boyut ebat 200 x 220 çarşaf türü lastiksiz renk bej desen düz özellik hava geçirgen materyal bileşeni 100 pamuk yıkama talimatı type 1 kutu durumu kutu yok menşei tr color detail bej,marissa bej çift kişilik nakışlı nevresim pike set,False,False,False
ITEM_0055a57e2551,dantelli indigo mavisi tesettür abiye elbise 22150im,giyim/tesettür giyim/tesettür abiye,neva style,dantelli indigo mavisi tesettür abiye elbise 22150im giyim tesettür giyim tesettür abiye neva style kadın genç sürdürülebilirlik detayı hayır yaka tipi dik yaka kutu durumu kutu yok siluet a-line koleksiyon tesettür giyim kumaş tipi dokuma materyal polyester kol tipi standart kol renk lacivert kalıp regular desen nakışlı işlemeli materyal bileşeni 1,dantelli indigo mavisi tesettür abiye elbise 22150im,False,False,False
ITEM_00568f75608b,genç kız abiye elbise 9 yaş-10 yaş-11 yaş-12 yaş-13 yaş-14 yaş-15 yaş,giyim/abiye & mezuniyet elbisesi,joui co,genç kız abiye elbise 9 yaş-10 yaş-11 yaş-12 yaş-13 yaş-14 yaş-15 yaş giyim abiye mezuniyet elbisesi joui co kadın çocuk materyal saten kumaş tipi dokuma kol tipi kolsuz kalıp regular desen düz yaka tipi boyundan bağlamalı renk gri ürün detayı lastikli ürün tipi düz kol boyu kolsuz koleksiyon design astar durumu astarlı boy standart ortam şık gece siluet jile,genç kız abiye elbise 9 yaş-10 yaş-11 yaş-12 yaş-13 yaş-14 yaş-15 yaş,False,False,False
ITEM_0056f044168b,kaz tüyü dolgulu kapüşonlu mont krem,giyim/tesettür giyim/tesettür kaban & mont/tesettür mont,kayra,kaz tüyü dolgulu kapüşonlu mont krem giyim tesettür giyim tesettür kaban mont tesettür mont kayra kadın yetişkin kumaş tipi dokuma desen düz kalıp regular yaka tipi kapüşonlu renk yeşil siluet basic boy standart ortam casual günlük kol boyu uzun kol tipi standart kol sürdürülebilirlik detayı hayır kapama şekli fermuarlı kemer kuşak durumu kemersiz ast,kaz tüyü dolgulu kapüşonlu mont krem,False,False,False
ITEM_0057886a96da,gp kompozit mondial ressivo 125 / 250 2022-2024 uyumlu ön cam şeffaf 59 cm,otomobil & motosiklet/motosiklet/motosiklet yedek parça/motosiklet cam & ayna/motosiklet ön cam siperlik,gp kompozit,gp kompozit mondial ressivo 125 250 2022-2024 uyumlu ön cam şeffaf 59cm otomobil motosiklet motosiklet motosiklet yedek parça motosiklet cam ayna motosiklet ön cam siperlik gp kompozit unknown unknown garanti süresi 2 yıl menşei tr,gp kompozit mondial ressivo 125 250 2022-2024 uyumlu ön cam şeffaf 59cm,False,False,False
ITEM_0058bf44761f,diş figürlü pembe konsept kürdan 20 adet 9 cm cupcuke muffin kürdanı inci dişli kız diş buğdayı,hobi & eğlence/parti malzemeleri/diğer parti malzemeleri,huzur party store,diş figürlü pembe konsept kürdan 20 adet 9cm cupcuke muffin kürdanı inci dişli kız diş buğdayı hobi eğlence parti malzemeleri diğer parti malzemeleri huzur party store unknown unknown renk pembe color detail pembe,diş figürlü pembe konsept kürdan 20 adet 9cm cupcuke muffin kürdanı inci dişli kız diş buğdayı,False,False,False
ITEM_0059ba452f6d,punch nakışlı 2 adet kombin kırlent kılıfı,ev & mobilya/ev/ev dekorasyon/kırlent & kırlent kılıfı,e-bizz store,punch nakışlı 2 adet kombin kırlent kılıfı ev mobilya ev ev dekorasyon kırlent kırlent kılıfı e-bizz store unknown unknown materyal keten renk yeşil parça sayısı 2 şekil dikdörtgen üretim şekli punch çeşit kırlent kılıfı tema stil çiçek desenli materyal bileşeni kumaş fermuar punch nakış püskül yıkama talimatı elde yıkamaya uygundur menşei tr color detail yeşil,punch nakışlı 2 adet kombin kırlent kılıfı,False,False,False
ITEM_005a9132a52f,"saten bordo renk bez kese 9×12 cm 50li paket düğün,nişan taki,lavanta,kuruyemiş bez poşet",süpermarket/ev bakım ve temizlik/bez poşet,alaseren,saten bordo renk bez kese 9 12cm 50li paket düğün nişan taki lavanta kuruyemiş bez poşet süpermarket ev bakım ve temizlik bez poşet alaseren unknown unknown menşei tr,saten bordo renk bez kese 9 12cm 50li paket düğün nişan taki lavanta kuruyemiş bez poşet,False,False,False
ITEM_005aa052a455,kardelen country 3 kapak 2 çekmeceli gardırop,ev & mobilya/mobilya/yatak odası/dolap ve gardırop,rabi,kardelen country 3 kapak 2 çekmeceli gardırop ev mobilya mobilya yatak odası dolap ve gardırop rabi unknown unknown fonksiyon kapaklı renk beyaz genişlik 105cm derinlik 52cm kapak sayısı 3 gövde materyali suntalam ayna fonksiyonu aynalı garanti süresi 2 yıl stil country tema stil country menşei tr özellik çekmeceli color detail beyaz,kardelen country 3 kapak 2 çekmeceli gardırop,False,False,False
ITEM_005b40884c01,alfm3bf015bwah2w,aksesuar/saat,romanson,alfm3bf015bwah2w aksesuar saat romanson erkek yetişkin kasa çapı 36-40mm kasa renk gümüş kasa materyali çelik kordon renk siyah kordon materyali çelik su geçirmezlik 3 atm ek özellik takvim cam tipi mineral mekanizma quartz cam şekli düz garanti süresi 2 yıl renk beyaz menşei ch bakım talimatla,alfm3bf015bwah2w,False,False,False
ITEM_005d2482f024,ipad air 13 2025 m3 ekran koruyucu temperli cam kırılmaz cam,elektronik/elektronik aksesuarlar/tablet aksesuarları/tablet ekran koruyucu,halkhouse,ipad air 13 2025 m3 ekran koruyucu temperli cam kırılmaz cam elektronik elektronik aksesuarlar tablet aksesuarları tablet ekran koruyucu halkhouse unknown unknown renk çok renkli uyumlu model ipad air 13inç ekran boyutu inç belirtilmemiş uyumlu marka apple uyumlu menşei cn bakım talimatları genel nemli bir bezle silin color detail renksiz,ipad air 13 2025 m3 ekran koruyucu temperli cam kırılmaz cam,False,False,False
ITEM_005e82d5c302,kaşmir halı iskandinav tora beige salon mutfak halısı yolluk,ev & mobilya/mobilya/halı / kilim/halı,kaşmir halı,kaşmir halı iskandinav tora beige salon mutfak halısı yolluk ev mobilya mobilya halı kilim halı kaşmir halı unknown unknown özellik kaymaz taban materyal polyester tema stil iskandinav renk bej üretim şekli makine halısı taban polyester şekil dikdörtgen hav yüksekliği orta 6 - 12mm kullanım alanı mutfak saçak tipi saçaksız overlok menşei tr color detail bej,kaşmir halı iskandinav tora beige salon mutfak halısı yolluk,False,False,False
ITEM_005f8ca9c2bb,yy2709 lokumcu prenses kız silikon kalıp,kırtasiye & ofis malzemeleri/sanatsal malzemeler/kokulu taş & kalıp,yoyomold,yy2709 lokumcu prenses kız silikon kalıp kırtasiye ofis malzemeleri sanatsal malzemeler kokulu taş kalıp yoyomold unknown unknown menşei tr,yy2709 lokumcu prenses kız silikon kalıp,False,False,False
ITEM_005fb3ec4a21,f50 league tf ie1231-ie1230 comfort taban erkek halısaha ayakkabısı mavi,ayakkabı/spor ayakkabı/krampon,adidas,f50 league tf ie1231-ie1230 comfort taban erkek halısaha ayakkabısı mavi ayakkabı spor ayakkabı krampon adidas unisex yetişkin ortam sportswear renk çok renkli spor branşı futbol taban materyali eva topuk boyu kısa topuklu 1- 4cm bağlama şekli bağcıklı materyal bileşeni suni deri içermektedir yıkama talimatı not available topuk tipi düz topuklu desen düz kumaş tipi,f50 league tf ie1231-ie1230 comfort taban erkek halısaha ayakkabısı mavi,False,False,False
ITEM_0060e8bf91af,erkek 3'lü siyah çorap,giyim/iç giyim/çorap,lacoste,erkek 3 lü siyah çorap giyim iç giyim çorap lacoste kadın yetişkin sürdürülebilirlik detayı hayır materyal pamuklu renk siyah paket içeriği 3 lü desen düz teknik yok ürün tipi düz kumaş tipi dokuma siluet orta materyal bileşeni 87 pamuk 12 poliamid 1 elastan ortam casual günlük yıkama talimatı type 3 ek öz,erkek 3 lü siyah çorap,False,False,False
ITEM_0060f5bfa8f9,kol cepli baskılı spor likra kumaş yağmurluk mevsimlik pldp 2968,giyim/dış giyim/yağmurluk & rüzgarlık,stilkombin,kol cepli baskılı spor likra kumaş yağmurluk mevsimlik pldp 2968 giyim dış giyim yağmurluk rüzgarlık stilkombin erkek yetişkin materyal polyester kumaş tipi dokuma kalıp slim renk haki kapama şekli fermuarlı yaka tipi dik yaka ürün tipi düz ürün detayı cep detaylı desen baskılı kol boyu uzun kol tipi standart kol astar durumu astarlı ek özellik su geçirmez boy stan,kol cepli baskılı spor likra kumaş yağmurluk mevsimlik pldp 2968,False,False,False
ITEM_0061e8547af9,"beyaz lacivert büyük puantiyeli fiyonk toka, beyaz toka, el yapımı, yetişkin, genç kız, kadin toka",aksesuar/saç aksesuarı/toka,toka delisi,beyaz lacivert büyük puantiyeli fiyonk toka beyaz toka el yapımı yetişkin genç kız kadin toka aksesuar saç aksesuarı toka toka delisi kadın genç desen puantiyeli materyal bileşeni toka metal fiyonk kumaş materyal polyester renk beyaz menşei tr color detail beyaz lacivert,beyaz lacivert büyük puantiyeli fiyonk toka beyaz toka el yapımı yetişkin genç kız kadin toka,False,False,False
ITEM_00622b2c67d8,ecru kadın kırmızı spor regular bluz uzun kol,giyim/üst giyim/bluz & tunik/bluz,collezione,ecru kadın kırmızı spor regular bluz uzun kol giyim üst giyim bluz tunik bluz collezione kadın yetişkin desen çizgili kalıp regular yaka tipi bisiklet yaka kumaş tipi dokuma materyal viskoz kol tipi uzun kol renk ekru cep cepsiz ürün tipi düz astar durumu astarsız boy regular kol boyu uzun siluet basic dokuma tipi yumoş kemer kuşak durumu kem,ecru kadın kırmızı spor regular bluz uzun kol,False,False,False
ITEM_00627e4e653e,lacivert baklava desen slimfit hediye kutulu erkek gömlek,giyim/üst giyim/gömlek,etikmen,lacivert baklava desen slimfit hediye kutulu erkek gömlek giyim üst giyim gömlek etikmen erkek yetişkin desen düz kalıp slim fit yaka tipi dik yaka kumaş tipi dokuma kol tipi uzun kol renk lacivert materyal pamuk polyester kapama şekli düğmeli ürün detayı detaysız cep cepsiz kol boyu uzun koleksiyon lisanslı boy regular ortam casual günlük si,lacivert baklava desen slimfit hediye kutulu erkek gömlek,False,False,False
ITEM_0064805eb83d,retro-10 askılı 1 raflı 2 çekmeceli 2 kapaklı gardırop beyaz,ev & mobilya/mobilya/yatak odası/dolap ve gardırop,mobilique,retro-10 askılı 1 raflı 2 çekmeceli 2 kapaklı gardırop beyaz ev mobilya mobilya yatak odası dolap ve gardırop mobilique unknown unknown fonksiyon kapaklı renk beyaz genişlik 92cm derinlik 48cm kapak sayısı 2 gövde materyali suntalam ayna fonksiyonu aynasız stil modern tema stil modern menşei tr color detail beyaz,retro-10 askılı 1 raflı 2 çekmeceli 2 kapaklı gardırop beyaz,False,False,False
ITEM_0064f67338d5,triko desenli kiz hirka ekru,giyim/üst giyim/kazak & hırka/hırka,atabay,triko desenli kiz hirka ekru giyim üst giyim kazak hırka hırka atabay kadın çocuk materyal triko kol tipi uzun kol desen desenli kalıp belirtilmemiş kumaş tipi belirtilmemiş renk ekru yaka tipi bisiklet yaka ürün tipi baskılı cep cepsiz kol boyu uzun boy belirtilmemiş siluet şişme ortam günlük parça sayısı 1 sürdürülebil,triko desenli kiz hirka ekru,False,False,False
ITEM_00687efb30f4,jogger eşofman altı şerit detaylı,giyim/alt giyim/eşofman/eşofman altı,koton,jogger eşofman altı şerit detaylı giyim alt giyim eşofman eşofman altı koton erkek çocuk kumaş özellik soğuk havaya dayanıklı kalıp regular paça tipi regular paça boyu uzun materyal tekstil renk lacivert bel normal bel cep çift cepli desen düz ürün detayı biyeli ürün tipi düz paket içeriği tekli boy kapri ortam sportswear silue,jogger eşofman altı şerit detaylı,False,False,False
