term_id,item_id,query,title,category,brand,label,first_stage_score,final_ranking_score,rank_before,rank_after
TERM_39cb1261,ITEM_996ee7bb6bcb,erkek ayakkabısı,2 adet kendinden yapışkanlı craft banyo rafı tarz baharatlık rafı organizer düzenleyici - 2 adet,ev & mobilya/mobilya/salon & oturma odası/duvar rafı,anadolu saray,0,0.07375591586759414,-2.1826227,197,191
TERM_39cb1261,ITEM_7e536fc46976,erkek ayakkabısı,breaknet 2.0 siyah erkek tenis ayakkabısı hp9425,ayakkabı/spor ayakkabı/sneaker,adidas,0,0.4789896092043424,-0.1070954,8,38
TERM_39cb1261,ITEM_bffa6185d501,erkek ayakkabısı,club c revenge vintage spor ayakkabı kırık beyaz,ayakkabı/spor ayakkabı/sneaker,adidas,0,0.2631368404039774,-0.8702405,44,70
TERM_39cb1261,ITEM_fbc7d3e4bdac,erkek ayakkabısı,zippo çakmak z-ae184411-207,hobi & eğlence/tütün & tütün aksesuarları/çakmaklar/benzinli çakmak,zippo,0,0.019788959917494804,-2.0468159,220,179
TERM_39cb1261,ITEM_d38bcf760efe,erkek ayakkabısı,sallanır anne yanı bebek beşiği beyaz,ev & mobilya/mobilya/bebek & çocuk odası mobilyası/beşik,afilli,0,0.03224503547299194,-2.106571,216,185
TERM_39cb1261,ITEM_18ebd3034c11,erkek ayakkabısı,quencher uyumlu 2 adet şekilli pipet aksesuarları,spor & outdoor/ekipman & aksesuar/kamp/kamp mutfak ürünleri/termos,stanley,0,0.0738178340371293,-1.9892685,196,171
TERM_39cb1261,ITEM_c215b147cd42,erkek ayakkabısı,"erkek siyah bağcıklı hakiki deri sneaker,kışlık spor ayakkabı 25wfd690018",ayakkabı/spor ayakkabı/sneaker,fabrika,0,0.40018265324089997,0.41053495,22,16
TERM_39cb1261,ITEM_ddac18743aa0,erkek ayakkabısı,unisex beyaz pembe faylon taban spor ayakkabı tbb013,ayakkabı/spor ayakkabı/sneaker,tonny black,1,0.23257652462972692,-0.55743974,65,60
TERM_39cb1261,ITEM_3711bc90f940,erkek ayakkabısı,rbd game erkek siyah spor ayakkabı,ayakkabı/spor ayakkabı/sneaker,puma,1,0.5752670510250867,-0.29838544,5,51
TERM_39cb1261,ITEM_8a511c42c260,erkek ayakkabısı,sk8-hi tapered vr3,ayakkabı/spor ayakkabı/sneaker,tonny black,0,0.1348293004554321,-1.6760596,139,127
TERM_39cb1261,ITEM_ed1fdcab34f6,erkek ayakkabısı,3fx siyah erkek comfort ayakkabı,ayakkabı/spor ayakkabı/sneaker,lumberjack,1,0.3917477607149032,-0.29307538,24,50
TERM_39cb1261,ITEM_82676f0aec47,erkek ayakkabısı,speedcross 3 dual aura erkek sneaker black l47844200,ayakkabı/spor ayakkabı/sneaker,salomon,0,0.2816214610483795,-1.8276615,42,145
TERM_39cb1261,ITEM_3afda9e2ce60,erkek ayakkabısı,cm 5582 i xl çay makinesi,elektronik/elektrikli ev aletleri/yiyecek & içecek hazırlama/içecek hazırlama/çay makinesi,beko,0,0.10608448472834159,-1.8947003,169,153
TERM_39cb1261,ITEM_a8d6f02a9da0,erkek ayakkabısı,droıds grand court cf i bebek spor ayakkabı ih1140,giyim/spor giyim/spor yağmurluk & rüzgarlık,adidas,0,0.03245005360751136,-1.1926595,215,84
TERM_39cb1261,ITEM_a723adf09742,erkek ayakkabısı,uv400 unisex güneş gözlüğü vizon parlak 1025,aksesuar/gözlük/güneş gözlüğü,marco kinary,0,0.11876015292965332,-1.7524089,156,132
TERM_39cb1261,ITEM_d44752be0076,erkek ayakkabısı,player base fg erkek krampon,giyim/spor giyim/spor eşofman altı,kappa,0,0.23574184382875096,-1.2784088,64,89
TERM_39cb1261,ITEM_a57537ae7860,erkek ayakkabısı,it takes two ps4,elektronik/oyun & oyun konsolları/playstation oyunları/ps4 oyunu,originals,0,0.1219554864305026,-1.394313,153,97
TERM_39cb1261,ITEM_a617d9e7dcd5,erkek ayakkabısı,puf. oval turuncu puf ahşap ayak,ev & mobilya/mobilya/salon & oturma odası/kanepe & koltuklar/puf & bench,arkın koltuk döşeme,0,0.11044689470659955,-1.4215358,162,102
TERM_39cb1261,ITEM_936bffed7fa6,erkek ayakkabısı,güneş & güneş sonrası bakım setib (stick spf 50+ 8 gr + after sun losyon 200 ml),kozmetik & kişisel bakım/cilt bakım/güneş ürünü/güneş kremi seti,avene,0,0.1704745430017327,-2.1998675,110,195
TERM_39cb1261,ITEM_7b4ffd1fdfc2,erkek ayakkabısı,cloudfoam comfy spor ayakkabı siyah - beyaz erkek ih2973,ayakkabı/spor ayakkabı/sneaker,adidas,1,0.4031973376542884,0.15568282,21,32
TERM_39cb1261,ITEM_9ff39aa54d9b,erkek ayakkabısı,marcel garantili erkek günlük klasik hakiki deri casual ayakkabı,ayakkabı/günlük ayakkabı/klasik ayakkabı,muggo,1,0.20686878761819977,0.18516663,89,29
TERM_39cb1261,ITEM_ae5aa7ca1d11,erkek ayakkabısı,spor byz-gümüş,ayakkabı/spor ayakkabı/yürüyüş ayakkabısı,new balance,0,0.15850701119768892,-1.1865501,117,83
TERM_39cb1261,ITEM_f46fc1e22984,erkek ayakkabısı,diwali 27 cm beyaz servis tabağı 6 adet,ev & mobilya/ev/sofra & mutfak/sofra/tabak,luminarc,0,0.0787574495937395,-2.228213,192,199
TERM_39cb1261,ITEM_920dc5a6882c,erkek ayakkabısı,mb.04 lo team,ayakkabı/spor ayakkabı/sneaker,puma,0,0.13924532421308822,-1.4640479,136,105
TERM_39cb1261,ITEM_baf8f734caa9,erkek ayakkabısı,yemek taşıma beslenme ve piknik çantası sıcak soğuk isı tutucu günlük iş yeri yemek çantası,spor & outdoor/ekipman & aksesuar/kamp/kamp mutfak ürünleri/termal çanta,dekohop,0,0.18138376498287243,-1.9388589,103,162
TERM_39cb1261,ITEM_09b85966f0ff,erkek ayakkabısı,delikli deve tabanı (monstera monkey mask) ithal salon bıtkısı özel bıtkı ( 35-45cm ),bahçe & elektrikli el aletleri/bahçe/çiçek & bitki yetiştirme/çiçekli bodur bitkiler,sarmask,0,0.11756225914562801,-1.8680223,157,152
TERM_39cb1261,ITEM_31df047166b3,erkek ayakkabısı,ultra 6 play+ fg/ag erkek mavi futbol krampon 10854803,ayakkabı/spor ayakkabı/krampon,puma,0,0.3724156862275424,-1.3469996,27,95
TERM_39cb1261,ITEM_002e4ea24f7d,erkek ayakkabısı,j068131 fly strike erkek spor ayakkabısı yeşil,ayakkabı/spor ayakkabı/fitness ayakkabısı,merrell,0,0.18797568358364905,-0.29891118,97,53
TERM_39cb1261,ITEM_16d9152cd524,erkek ayakkabısı,ecotank l3050 yazıcı için epson 664 mürekkep kartuşu (664 cmyk set)+adınıza özel kalem,elektronik/elektronik aksesuarlar/bilgisayar aksesuarları/yazıcı sarf malzemeleri/yazıcı mürekkebi,epson,0,0.11207146245552405,-2.3715198,158,219
TERM_39cb1261,ITEM_ac0ebd958ce4,erkek ayakkabısı,sneaker konforlu rahat şık unisex günlük spor ayakkabı,ayakkabı/spor ayakkabı/sneaker,albasso,1,0.22722515051912875,-0.88226944,71,72
TERM_39cb1261,ITEM_e92237f39ea4,erkek ayakkabısı,essentials erkek siyah antrenman t-shirt 52715501,giyim/spor giyim/spor t-shirt,puma,0,0.15866365561103551,-1.4557205,116,104
TERM_39cb1261,ITEM_e0da663b036f,erkek ayakkabısı,court leather erkek beyaz spor ayakkabı,ayakkabı/spor ayakkabı/sneaker,tommy hilfiger,1,0.5317272383820838,-0.29838544,6,52
TERM_39cb1261,ITEM_2da538e227b4,erkek ayakkabısı,kadın koşu ayakkabısı 24817 - coral - 37,ayakkabı/spor ayakkabı/koşu & antrenman ayakkabısı,hammer jack,0,0.589994290245745,0.39875787,3,17
TERM_39cb1261,ITEM_8e0d0f79a1e4,erkek ayakkabısı,erkek siyah hakiki deri yumuşak tabanlı fuspetli terlik,ayakkabı/spor ayakkabı/sneaker,nazenintasarımlar,0,0.4036262157801673,-1.4687512,20,106
TERM_39cb1261,ITEM_a304d437fe93,erkek ayakkabısı,paçi lilian 20 cm 6'li dikdörtgen tabak,ev & mobilya/ev/sofra & mutfak/sofra/tabak,paçi,0,0.09656409366130675,-2.1897848,181,192
TERM_39cb1261,ITEM_07b4e1fd94fe,erkek ayakkabısı,soft touch deri voleybol topu official size & wergnt 280 gr,spor & outdoor/ekipman & aksesuar/voleybol/voleybol topu,double w sport,0,0.018995291679214203,-2.3035622,221,212
TERM_39cb1261,ITEM_b1ccfeda8941,erkek ayakkabısı,ct302ctb kadın günlük ayakkabı ct302ctb krem,aksesuar/diğer aksesuar/diğer aksesuarlar,avva,0,0.1765593740768497,0.2242147,108,24
TERM_39cb1261,ITEM_9aade199ac12,erkek ayakkabısı,unisex kız erkek bebe çocuk kısa cırt cırtlı hafif geniş kalıp kanvas keten sneaker spor ayakkabı,ayakkabı/spor ayakkabı/sneaker,skechers,0,0.4233529279041085,0.42357123,13,12
TERM_39cb1261,ITEM_c63f6eee3e5f,erkek ayakkabısı,"hakiki deri, eva tabanlı, hafif, iç dış deri erkek ayakkabı",ayakkabı/günlük ayakkabı/klasik ayakkabı,maximoda,0,0.21589621986362473,0.31377372,83,21
TERM_39cb1261,ITEM_ea2070835729,erkek ayakkabısı,capybara desenli tek kişilik nevresim takımı 160x220 cm,ev & mobilya/ev/ev tekstili/yatak odası tekstili/nevresim takımı/tek kişilik nevresim,evmila,0,0.13050099767852416,-2.0334332,147,178
TERM_39cb1261,ITEM_124e10c166ba,erkek ayakkabısı,zincirli salıncak - mavi,anne & bebek & çocuk/oyuncak/bahçe & dış mekan oyuncakları/çocuk salıncak,kingkids,0,0.14353845530210493,-1.394842,128,98
TERM_39cb1261,ITEM_eda4f261d24e,erkek ayakkabısı,nexus 47927 günlük anatomik erkek ayakkabı-taba,ayakkabı/günlük ayakkabı/klasik ayakkabı,greyder,0,0.2045312402167189,0.8926751,92,2
TERM_39cb1261,ITEM_f30b7c31df47,erkek ayakkabısı,12'li lux saklama kabı seti - kahvaltı buzdolabı kabı seti (400ml-670ml-1200ml),ev & mobilya/ev/sofra & mutfak/mutfak saklama ve düzenleme/kahvaltılık,homeniva,0,0.16787191352629868,-1.9795729,111,166
TERM_39cb1261,ITEM_6227efcc794c,erkek ayakkabısı,pop quiz unisex kırmızı sırt çantası,aksesuar/çanta/sırt çantası,herschel,0,0.07119550007940555,-2.018979,199,175
TERM_39cb1261,ITEM_e0e801350356,erkek ayakkabısı,unısex trıko strec sneaker -1 numara küçük almanız önerilir,ayakkabı/spor ayakkabı/sneaker,vfr,0,0.06472335516981358,-2.2342045,202,200
TERM_39cb1261,ITEM_9fd91f71ded0,erkek ayakkabısı,dd108 mavi fiyonk taç kız çocuk bebek,aksesuar/saç aksesuarı/taç,darya,0,0.011318930198268707,-2.2599838,227,205
TERM_39cb1261,ITEM_a09282232a58,erkek ayakkabısı,oversize dantel detaylı saten şort pijama altı,aksesuar/çanta/valiz & bavul,gap,0,0.10157869961923856,-2.1897848,174,193
TERM_39cb1261,ITEM_b2386dcad1c3,erkek ayakkabısı,siyah tozluk detaylı topuklu çizme,ayakkabı/bot & çizme/kar botu,myvolante,0,0.039462443964666416,-2.106571,211,186
TERM_39cb1261,ITEM_0c74fbd84e0a,erkek ayakkabısı,erkek günlük kullanıma ve spora uygun antrenman t-shirt rahat kalıp düz tişört,aksesuar/çanta/sırt çantası,puma,0,0.18752039066691267,-1.8104604,99,141
TERM_39cb1261,ITEM_88cc8fee25cf,erkek ayakkabısı,hikebound ii insulated erkek mont,giyim/dış giyim/kaban & mont/mont,columbia,0,0.2177398691622018,-1.2012874,80,85
TERM_39cb1261,ITEM_e34dd7f89a60,erkek ayakkabısı,çocuk unisex beyaz sax termo taban yıldız detaylı bağcıklı ve cırtlı spor ayakkabı,ayakkabı/spor ayakkabı/sneaker,lumberjack,0,0.24831459179877374,-1.0839016,54,80
TERM_39cb1261,ITEM_f487ce1c439b,erkek ayakkabısı,çaysever robotea chrome cam demlik örnek elektronik yedek parça,elektronik/elektrikli ev aletleri/elektrikli ev aletleri aksesuar/çay & kahve makinesi aksesuar,karaca,0,0.01210280104390681,-2.2834117,226,209
TERM_39cb1261,ITEM_eee2e33eb51a,erkek ayakkabısı,si edp 100 ml kadın parfüm 3605521816658,kozmetik & kişisel bakım/parfüm ve deodorant/parfüm,giorgio armani,0,0.10665516687466267,-1.8208971,168,143
TERM_39cb1261,ITEM_c896640d1d0e,erkek ayakkabısı,sarı vatikan çan korna etiketçilere 12 volt,otomobil & motosiklet/otomobil/araç dış aksesuar/oto korna,emn,0,0.14321568909629492,-1.9423472,129,163
TERM_39cb1261,ITEM_80df125ebb10,erkek ayakkabısı,"cyborg 15 i7-13620h rtx4050 32gb ram 512gb ssd 15.6"" fhd ips 144hz w11 taşınabilir bilgisayar",elektronik/bilgisayar grubu/bilgisayarlar/dizüstü bilgisayarlar/oyuncu dizüstü bilgisayarı,msi,0,0.1878777695857463,-1.5665139,98,120
TERM_39cb1261,ITEM_98c6a399b4ab,erkek ayakkabısı,lacivert kapitone yelek 50313897-vr033,giyim/dış giyim/ceket & yelek/yelek,pierre cardin,0,0.07129911535005505,-1.2746148,198,88
TERM_39cb1261,ITEM_599fc8e9b49f,erkek ayakkabısı,fınster 5fx beyaz erkek sneaker a101932430,ayakkabı/spor ayakkabı/sneaker,lumberjack,1,0.30557107969153174,-1.4029205,35,100
TERM_39cb1261,ITEM_14cc726fb528,erkek ayakkabısı,erkek siyah dik yaka fermuarlı rayon tüylenmeyen triko regular fit kazak a52y5020,giyim/alt giyim/pantolon,avva,0,0.2588147850809267,-1.5901282,46,121
TERM_39cb1261,ITEM_3c48358bda4b,erkek ayakkabısı,favla siyah şapkalı eskitme masa lambası modern tasarım ayarlanabilir retro abajur,ev & mobilya/mobilya/elektrik & aydınlatma/abajur,apliqa,0,0.10424097190173356,-2.3995273,171,222
TERM_39cb1261,ITEM_8a522cc99a81,erkek ayakkabısı,new - m·a·cximal silky matte lipstick / ipeksi mat bitiş,kozmetik & kişisel bakım/makyaj/dudak makyajı/ruj,m.a.c,0,0.11004527239583772,-2.3879004,163,221
TERM_39cb1261,ITEM_83c7cda88a59,erkek ayakkabısı,bisiklet yaka regular fit cepli pamuk t-shırt,aksesuar/saat,tudors,0,0.13984261346067584,-2.3641238,134,217
TERM_39cb1261,ITEM_9f02d400c3de,erkek ayakkabısı,füme yüksek bel çimalı ispanyol pantolon,giyim/tesettür giyim/tesettür pantolon,imajbutik,0,0.04323218846138512,-2.4999483,209,225
TERM_39cb1261,ITEM_24970be6b9bd,erkek ayakkabısı,tek parça kendinden şallı düz renk şık kadın namaz elbisesi,giyim/dış giyim/kaban & mont/mont,slazenger,0,0.13320424335029873,-1.9924365,142,172
TERM_39cb1261,ITEM_3dc43988162a,erkek ayakkabısı,kilitli naylon poşet (kilitli naylon torba) 19x25 cm (100 adet),süpermarket/ev bakım ve temizlik/ev ve temizlik gereçleri/mutfak sarf malzemeleri/buzdolabı poşeti,tropic,0,0.15447255579086744,-2.051607,121,181
TERM_39cb1261,ITEM_dcdae312feb5,erkek ayakkabısı,ss0888 z juble siyah kadın terlik,ayakkabı/sandalet ve terlik/terlik,twigy,0,0.10055679197427154,-1.8327756,176,146
TERM_39cb1261,ITEM_b7d0cee5923a,erkek ayakkabısı,"markus satırlı, makaslı 5 parça bıçak seti beyaz",ev & mobilya/ev/sofra & mutfak/yemek hazırlık/bıçak ve bıçak seti,karaca,0,0.017437350372388485,-2.2398334,223,201
TERM_39cb1261,ITEM_1577f9d8032c,erkek ayakkabısı,3m noah 3fx erkek sneaker,ayakkabı/spor ayakkabı/sneaker,u.s. polo assn.,1,0.3096097505060244,-1.2356353,34,87
TERM_39cb1261,ITEM_81f4e5fd4c3e,erkek ayakkabısı,nike phantom gx 2 academy mg low-top  fd6723-001 futbol krampon,ayakkabı/spor ayakkabı/krampon,puma,0,0.19759618268135182,-1.9675788,95,165
TERM_39cb1261,ITEM_8d983b2128da,erkek ayakkabısı,6 dal yapay sarkan akasya çiçeği 100 cm ev dekor balkon bahçe düğün nişan süs,ev & mobilya/ev/ev dekorasyon/yapay & kuru çiçek,yasima,0,0.13036336636282736,-2.2832584,148,208
TERM_39cb1261,ITEM_6a109afba6e9,erkek ayakkabısı,dannie unisex  beyaz  spor ayakkabı & sneaker,ayakkabı/spor ayakkabı/sneaker,hummel,1,0.2316816968363741,-0.6619308,67,65
TERM_39cb1261,ITEM_35360d5f2388,erkek ayakkabısı,kadın kol saati gold gümüş renk 3 atm su geçirmezlik,aksesuar/saat,daniel klein,0,0.1522367966870302,-1.9884621,124,169
TERM_39cb1261,ITEM_5e19f01f2db1,erkek ayakkabısı,mini masallar 1 - 10 kitap takım,kitap/çocuk ve ebeveyn kitapları/çocuk masal ve öykü kitabı,timaş çocuk,0,0.06208835381152403,-1.731303,204,130
TERM_39cb1261,ITEM_0ca2db66b3e7,erkek ayakkabısı,erkek beyaz sneaker,ayakkabı/spor ayakkabı/sneaker,tommy hilfiger,1,0.3048051247507978,-0.7729899,36,68
TERM_39cb1261,ITEM_6d1d0363f4cd,erkek ayakkabısı,smash 3.0 buck unisex sneaker,ayakkabı/spor ayakkabı/sneaker,puma,0,0.1523528940883534,-1.3495345,123,96
TERM_39cb1261,ITEM_e87f6cdc14b4,erkek ayakkabısı,kadın lacivert şardonlu eşofman altı 50313583-vr033,giyim/üst giyim/sweatshirt,u.s. polo assn.,0,0.13160311967545477,-1.7645124,145,135
TERM_39cb1261,ITEM_7961b1e0fce7,erkek ayakkabısı,waldo kadın waterproof su geçirmez tactical askeri outdoor bot,ayakkabı/spor ayakkabı/outdoor ayakkabı,hammer jack,0,0.15076998022072807,-2.250475,126,202
TERM_39cb1261,ITEM_d4a5a7ec3c32,erkek ayakkabısı,2 li toka,aksesuar/saç aksesuarı/toka,hello kitty,0,0.09933461566769174,-1.5202779,178,116
TERM_39cb1261,ITEM_3122aa969b88,erkek ayakkabısı,masako hakiki deri kadın altın renk taşlı topuklu sandalet,ayakkabı/sandalet ve terlik/sandalet,ilvi,0,0.10109401514727485,-1.9025455,175,156
TERM_39cb1261,ITEM_8c9c1ee19c88,erkek ayakkabısı,siyah spor ayakkabı 5y1sa18150,ayakkabı/spor ayakkabı/sneaker,puma,0,0.25560904931223477,0.16674191,51,30
TERM_39cb1261,ITEM_880e4905cdf7,erkek ayakkabısı,unisex bej poli taban anorak desenli yüksek taban bağcıklı spor ayakkabı,ayakkabı/spor ayakkabı/sneaker,tonny black,0,0.22789933508000057,-0.6531742,70,64
TERM_39cb1261,ITEM_1fd75d0d1f2c,erkek ayakkabısı,4639 kahve bağcıklı neolit taban erkek ayakkabı,ayakkabı/günlük ayakkabı/klasik ayakkabı,fabrika,0,0.21808384414898485,0.8149883,79,4
TERM_39cb1261,ITEM_50526cee7e4b,erkek ayakkabısı,erkek beyaz günlük esnek rahat dikişli hafif eva taban yürüyüş garantili spor ayakkabı sneakers,ayakkabı/spor ayakkabı/sneaker,sanvio tarzkar,1,0.4282852905314595,0.41384858,12,15
TERM_39cb1261,ITEM_e21b4536c754,erkek ayakkabısı,superstar unisex beyaz spor ayakkabı,ayakkabı/spor ayakkabı/sneaker,adidas,1,0.18097533242258598,-0.9209979,104,75
TERM_39cb1261,ITEM_29d3e3ade24c,erkek ayakkabısı,çıkarabilir kapşonlu 3 iplik şardonlu sweatshirt,giyim/tesettür giyim/tesettür sweatshirt,ahunur tesettürde mutluluk,0,0.15810432685635306,-1.8000876,118,138
TERM_39cb1261,ITEM_752f3d7eb5f3,erkek ayakkabısı,4'lü butterfly clips model saç tokası seti,aksesuar/saç aksesuarı/toka,tavga,0,0.13384817718336686,-1.966385,140,164
TERM_39cb1261,ITEM_0ed4d231a102,erkek ayakkabısı,"vitavit premium mat 3 program 4,5 litre düdüklü tencere",ev & mobilya/ev/sofra & mutfak/pişirme/tencere,fissler,0,0.10188980679526674,-2.450562,173,224
TERM_39cb1261,ITEM_e8547e2d8cff,erkek ayakkabısı,unısex günlük spor ayakkabı,ayakkabı/spor ayakkabı/sneaker,letoon,1,0.18234784035474838,-0.27135774,102,47
TERM_39cb1261,ITEM_6b425e2bd8bd,erkek ayakkabısı,paris serisi full taşlı tüm araçlara uyumlu daimond taşlı geçmeli direksiyon kılıfı kolay kullanım,otomobil & motosiklet/otomobil/araç içi aksesuarı/direksiyon ürünü,plusoto,0,0.17669319127597974,-1.8962355,107,154
TERM_39cb1261,ITEM_ae0fd39c8363,erkek ayakkabısı,manis erkek beyaz-turuncu regular fit sneaker,ayakkabı/spor ayakkabı/sneaker,kappa,1,0.29121505809312104,-1.4257673,41,103
TERM_39cb1261,ITEM_819863cb86ec,erkek ayakkabısı,photoderm spot spf50+ 150 ml güneş kremi *****yeni ambalaj****,kozmetik & kişisel bakım/cilt bakım/güneş ürünü/vücut güneş kremi,bioderma,0,0.04549129578451778,-2.68373,207,228
TERM_39cb1261,ITEM_6b5bb866afd8,erkek ayakkabısı,beyaz lacivert delikli erkek sneaker,ayakkabı/spor ayakkabı/sneaker,l.a polo,1,0.30299651319766074,-1.3077809,37,90
TERM_39cb1261,ITEM_16022e5a2a76,erkek ayakkabısı,kedi yıkama tırnak kesme evcil hayvan bakım filesi mavi,süpermarket/pet shop/kedi ürünleri/kedi aksesuarı,figiza,0,0.1539180972826743,-2.051607,122,182
TERM_39cb1261,ITEM_20a30eae0865,erkek ayakkabısı,katlamalı şal yaka geniş kol uzun cepsiz rahat bol kesim mevsimlik renk bloklu diz üstü triko hırka,giyim/üst giyim/kazak & hırka/hırka,alchon,0,0.09216957403644153,-2.3344595,184,214
TERM_39cb1261,ITEM_5c0ac086e458,erkek ayakkabısı,çocuk unisex füme kamuflaj tonny black rahat kalıp işıklı cırtlı ayakkabı,ayakkabı/spor ayakkabı/sneaker,converse,0,0.23678424201548404,-0.89634556,62,74
TERM_39cb1261,ITEM_fff81db4dde2,erkek ayakkabısı,erkek sneaker ayakkabı daily 4.0 if4502,ayakkabı/spor ayakkabı/sneaker,adidas,1,0.3694770800501887,0.46048295,28,11
TERM_39cb1261,ITEM_63ed66a59284,erkek ayakkabısı,kadın bej küt burun topuklu bot,ayakkabı/bot & çizme/bot & bootie,entella store,0,0.08051654832432326,-2.018979,188,176
TERM_573126d1,ITEM_29faae27b0d5,adidas campus erkek,m belleview stretch down jacket nf0a7ujf4h01,giyim/dış giyim/kaban & mont/mont,the north face,0,0.060037065478932276,-1.7328357,11,8
TERM_573126d1,ITEM_e5a7aea348c0,adidas campus erkek,2 adet siyah-beyaz çok amaçlı penye sporcu bandı saç kafa bandanası yoga ter bandı unisex,aksesuar/saç aksesuarı/saç bandı,mazen,0,0.1008362454082659,-1.849822,7,10
TERM_573126d1,ITEM_efcab35c9413,adidas campus erkek,"emaye bal sarı kupa, kamp çay-kahve bardağı, krom detaylı kupa",ev & mobilya/ev/sofra & mutfak/sofra/kupa,savaşan emaye,0,0.06186550859178792,-1.612924,10,7
TERM_573126d1,ITEM_c337acdd5d5a,adidas campus erkek,gabrielle salaş omuz çantası kahve,aksesuar/çanta/omuz çantası,shule bags,0,0.05340483157966321,-2.4388237,13,17
TERM_573126d1,ITEM_536d85a6ba33,adidas campus erkek,campus 00s unisex günlük ayakkabı jh5597 siyah,ayakkabı/spor ayakkabı/sneaker,adidas,1,0.7569565947373151,2.181629,3,2
TERM_573126d1,ITEM_296e529f1c06,adidas campus erkek,kadın beyaz spor ayakkabı ithal bni-12133,ayakkabı/spor ayakkabı/sneaker,slazenger,0,0.11252894455878897,-1.6026219,6,6
TERM_573126d1,ITEM_0f203677977e,adidas campus erkek,rio battal uzun kollu tesettür mayo 3314-p,ayakkabı/bot & çizme/bot & bootie,riccon,0,0.06318179342315426,-1.9233358,9,11
TERM_573126d1,ITEM_f9e5ff81ffae,adidas campus erkek,h3 pro hybrid anc hi-res ldac bluetooth 5.4 kafaüstü kablosuz kulaklık çift cihaz desteği mor,elektronik/giyilebilir teknoloji/kulaklıklar/kulak üstü bluetooth kulaklık,qcy,0,0.05050071218663941,-2.68373,14,18
TERM_573126d1,ITEM_c7926079587b,adidas campus erkek,storm 96 2k kadın açık sarı sneaker,ayakkabı/spor ayakkabı/sneaker,lacoste,0,0.08213342733345731,-2.0709052,8,13
TERM_573126d1,ITEM_43c22c88152a,adidas campus erkek,kamp soba dar giriş piknik tüp üstü isıtıcı,spor & outdoor/ekipman & aksesuar/kamp/kamp mutfak ürünleri/kamp ocakları,orgaz,0,0.009264804343166158,-2.3035622,18,15
TERM_573126d1,ITEM_e5be32f983f5,adidas campus erkek,campus 00s ayakkabı mavi,ayakkabı/spor ayakkabı/sneaker,adidas,1,0.865169523949519,2.4753206,1,1
TERM_573126d1,ITEM_52301a2868d1,adidas campus erkek,campus 00s selubl/ftwwht/owhite,ayakkabı/spor ayakkabı/yürüyüş ayakkabısı,adidas,1,0.6681607894138736,1.0873544,5,5
TERM_573126d1,ITEM_9ce14b1c3cdc,adidas campus erkek,campus 00s unisex günlük ayakkabı if8774 kahverengi,ayakkabı/spor ayakkabı/sneaker,adidas,1,0.7352256994266033,2.1519237,4,3
TERM_573126d1,ITEM_41f6a3921167,adidas campus erkek,campus 00s unisex spor ayakkabı jq8190,ayakkabı/spor ayakkabı/sneaker,adidas,1,0.7631434496101046,2.1405838,2,4
TERM_573126d1,ITEM_9c806283c2ae,adidas campus erkek,şık siyah modern süngerlik & kaliteli ve kullanışlı tasarım & kusursuz tasarım,ev & mobilya/ev/banyo/banyo aksesuarları/banyo düzenleyici,3daksesuar,0,0.045931595575338505,-2.3365123,17,16
TERM_573126d1,ITEM_fa3bbd8e6c96,adidas campus erkek,4. sınıf atölyem seti,kitap/eğitim/ders ve yardımcı kitaplar,arı yayıncılık,0,0.04878184099146193,-1.9752048,16,12
TERM_573126d1,ITEM_5a900b52a9f2,adidas campus erkek,butterfly tv ünitesi,ev & mobilya/mobilya/salon & oturma odası/tv sehpa & ünitesi,home,0,0.04998048226349804,-1.7573333,15,9
TERM_573126d1,ITEM_eab4397c44fc,adidas campus erkek,marcus black bej gabardin pantolon 0035190689,aksesuar/çanta/omuz çantası,clarks,0,0.05596015808018519,-2.0904257,12,14
TERM_589cdf13,ITEM_5815c1f4f39c,mikrofonlu kulaklık,bluetooth kulak üstü kablosuz mikrofonlu kulaklık p9,elektronik/giyilebilir teknoloji/kulaklıklar/kulak üstü kablolu kulaklık,vestel,0,0.8506084673882583,1.5516273,10,7
TERM_589cdf13,ITEM_7ab31cce92eb,mikrofonlu kulaklık,bmw krom kumanda kabı logolu 1 kalite,otomobil & motosiklet/otomobil/diğer/oto anahtarlık,ebg istanbul,0,0.01837912078476562,-2.2599838,75,66
TERM_589cdf13,ITEM_dff584a16830,mikrofonlu kulaklık,900724-2267 jayce unisex yürüyüş ayakkabısı antrasit,ayakkabı/spor ayakkabı/yürüyüş ayakkabısı,hummel,0,0.09937284837691933,-1.5055498,56,34
TERM_589cdf13,ITEM_84797b2bd6e9,mikrofonlu kulaklık,jr legend 9 club tf çocuk halı saha krampon (dar kalıp),ayakkabı/spor ayakkabı/krampon,nike,0,0.3489313597666743,-1.7693267,29,44
TERM_589cdf13,ITEM_cc748f7b0526,mikrofonlu kulaklık,lyocell keten beli büzgülü bordo gömlek,giyim/tesettür giyim/tesettür gömlek,hooopstore,0,0.047776777489255226,-2.106571,67,59
TERM_589cdf13,ITEM_db6acc53293a,mikrofonlu kulaklık,private sarı yolluk hol koridor halısı vintage şönil halı otantik çiçekli yıkanabilir mutfak halısı,ev & mobilya/mobilya/halı / kilim/yolluk,cool halı,0,0.11027728658507273,-2.2274191,52,65
