term_id,item_id,query,title,category,brand,true_label,prediction,score,score_type,lexical_overlap,hardness
TERM_12aef0d5,ITEM_ee259542330a,moodun hangisi oyunu,moodzilla yetişkin kutu oyunu - modun hangisi moodun ne eğlenceli aile grup arkadaş kart oyunu,anne & bebek & çocuk/oyuncak/kutu oyunu,ogtwo,1,0,0.49333624058931586,probability,0.21428571428571427,0.006663759410684145
TERM_5de807ef,ITEM_5ffed45a72a6,yatak odası avizesi,siyah sarkıt avize mutfak salon cafe bar yatak odası koridor lamba 3lü sıralı,ev & mobilya/mobilya/elektrik & aydınlatma/avize,ag lightdesign,0,0,0.4932144252846304,probability,0.14285714285714285,0.006785574715369613
TERM_ac692f7b,ITEM_6270bd22cbca,çekmeceli komodin,mona komodin - beyaz / sepet,ev & mobilya/mobilya/yatak odası/komodin,just home,1,1,0.5067965313936866,probability,0.16666666666666666,0.006796531393686633
TERM_c759706d,ITEM_48c36ea06089,barbekü sos,çin barbekü sosu (char siu sauce) chınese barbecue sauce 397 gr. son tüketim tarihi expd: 19/03/2027,süpermarket/gıda & içecek/yağ ve sos/sos/diğer soslar,lee kum kee,1,0,0.49311202479669186,probability,0.05263157894736842,0.006887975203308139
TERM_26bf03c3,ITEM_ab86f6421718,aynalı makyaj dolabı,ocean makyaj masası aynalı çekmeceli uv baskı sepet-jüt,ev & mobilya/mobilya/yatak odası/makyaj masası & tuvalet masası,yurudesign,1,0,0.4929962383969307,probability,0.2222222222222222,0.007003761603069314
TERM_d1f0132e,ITEM_47b2e460f0e1,söz nişan hediyelik,"hediyelik , bebek, doğum günü, mevlüt fısfıs kolonya hediyeliği 10 adet",hobi & eğlence/parti malzemeleri/düğün&kına &nikah malzemeleri/söz hediyelik,gami handmade,0,0,0.4929040065608877,probability,0.07692307692307693,0.007095993439112325
TERM_6a2a116b,ITEM_cbe077ccc6fd,pierre cardin saat,800062f404 kadın kol saati,aksesuar/saat,pierre cardin,1,0,0.49290143202735165,probability,0.0,0.007098567972648351
TERM_334f7dc1,ITEM_24f83f50484b,tomtoc,versatile a11 13.5 - 14.4 inç gri laptop notebook çantası - a11d3g1,elektronik/elektronik aksesuarlar/bilgisayar aksesuarları/notebook aksesuarları/notebook çantası,tomtoc,1,1,0.5071045600076225,probability,0.0,0.007104560007622496
TERM_1d23e135,ITEM_4fba6803a6b0,oto hoparlör,soundmax oval midrange hoparlör - 400w 100rms soundmax kayık midrange,otomobil & motosiklet/oto ses görüntü sistemleri/oto hoparlör,reiss,1,1,0.5071787093575546,probability,0.1111111111111111,0.007178709357554602
TERM_b37a28d5,ITEM_af847bcbd64f,adidas atlet,.galata.saray 5 yıldız 2024/2025 sezonu o.simhen beyaz yetişkin deplasman forması,giyim/spor giyim/spor atlet,adidas,0,0,0.4928152636473906,probability,0.0,0.007184736352609411
TERM_98bd157d,ITEM_7d7b9664f16b,iş eldiveni,pn5 zebra kırmızı no : 10 işçi ve iş güvenliği eldiveni (12 çift),banyo yapı & hırdavat/hırdavat/iş güvenlik ürünleri/iş eldiveni,beybi,0,1,0.5072384899660493,probability,0.15384615384615385,0.007238489966049255
TERM_771eac36,ITEM_e455e8aee643,kadın çelik set,çelik 60 cm italyan zinciri +5 cm uzatma,aksesuar/takı & mücevher/kolye/çelik kolye,kiligistanbul,0,0,0.49269061945108367,probability,0.1111111111111111,0.007309380548916333
TERM_0057f871,ITEM_964deece0f2e,erkek bornoz,renkli pamuk bornoz unisex,ev & mobilya/ev/banyo/banyo tekstili/bornoz,nuşa,0,1,0.507490813063416,probability,0.2,0.007490813063416035
TERM_af744d42,ITEM_a8a9237e03b3,salon tül perde,puffy ponpon keten ağır gramajlı 1/3 sık pileli ütü istemez tül perde | yoğun dokulu premium keten,ev & mobilya/mobilya/perde/tül perde,storlant,0,0,0.4924016656360353,probability,0.11764705882352941,0.007598334363964676
TERM_1986fc45,ITEM_930c4a8334dd,bej fon perde,paris keten fon perde krem tek kanat (pilesiz),ev & mobilya/mobilya/perde/fon perde,onyxhome,1,1,0.5077033173559676,probability,0.2222222222222222,0.0077033173559676316
TERM_78eec8e8,ITEM_fa4c7cfd9f96,oversize tişört,flared low jeans,giyim/alt giyim/jeans,h&m,0,1,0.5077173953755036,probability,0.0,0.007717395375503644
TERM_41d7ca79,ITEM_53a03edc4d5f,bershka kadın,suni deri biker ceket,giyim/dış giyim/ceket & yelek/ceket,bershka,1,1,0.5077446628066494,probability,0.0,0.007744662806649427
TERM_9d9f0dc8,ITEM_14e2d7020a33,the north face erkek,m offtrail versa blue,ayakkabı/spor ayakkabı/outdoor ayakkabı,the north face,1,0,0.49214369352797865,probability,0.0,0.007856306472021346
TERM_296835dd,ITEM_3083d375c7a1,cerruti 1881,ciwgo2206807 erkek kol saati,aksesuar/saat,cerruti 1881,1,0,0.4921414429327124,probability,0.0,0.007858557067287608
TERM_529eb051,ITEM_8f7563697652,mutfak perde,kırmızı çiçek desenli zebra stor perde - zarif salon ve mutfak perdesi,ev & mobilya/mobilya/perde/stor perde,ay işığım,1,0,0.4921200906376162,probability,0.16666666666666666,0.007879909362383808
TERM_d954ff1c,ITEM_bd5478fa506c,kedi pire tarağı,saplı kedi köpek bit ve pire tarağı,süpermarket/pet shop/köpek ürünleri/köpek tarağı,uyka ticaret,1,1,0.5079537231282136,probability,0.42857142857142855,0.00795372312821363
TERM_d954ff1c,ITEM_bd5478fa506c,kedi pire tarağı,saplı kedi köpek bit ve pire tarağı,süpermarket/pet shop/köpek ürünleri/köpek tarağı,uyka ticaret,0,1,0.5079537231282136,probability,0.42857142857142855,0.00795372312821363
TERM_d68a7d62,ITEM_2f916e0e9149,elyaf yastık,6 adet micro silikon elyaf nonwoven yıkanabilir antialerjik ev ve hotel yastık 50x70cm 700 gr,ev & mobilya/ev/ev tekstili/yatak odası tekstili/yastık&yastık kılıfı/yastık,eve tekstil,1,1,0.5080142175524832,probability,0.13333333333333333,0.008014217552483216
TERM_9f167e18,ITEM_98d82924d507,kahve makinası,kahvecim s sütlü türk kahve makinesikrm02,elektronik/elektrikli ev aletleri/yiyecek & içecek hazırlama/içecek hazırlama/türk kahvesi makinesi,karaca,0,1,0.5081811651650995,probability,0.14285714285714285,0.00818116516509948
TERM_9d639ca0,ITEM_d49fb1489d06,polo air,çift klips lüx taşlı kadın kol saati gümüş gold renk pl-1551b3x,aksesuar/saat,polo air,1,1,0.5082059513981273,probability,0.0,0.008205951398127298
TERM_6429a116,ITEM_e0559cb0f84a,superfit,çocuk çok renkli çocuk terlik,ayakkabı/spor ayakkabı/yürüyüş ayakkabısı,superfit,0,1,0.5082122921587057,probability,0.0,0.00821229215870567
TERM_39560722,ITEM_9635d48ddcee,sembol gold,golden touch altın yüzük,aksesuar/takı & mücevher/yüzük/altın yüzük,sembol gold,1,0,0.4917402979074479,probability,0.0,0.008259702092552113
TERM_b5530b26,ITEM_84542392d9ea,çocuk gelinlik,incili balon kol kız çocuk bebek saten kırık beyaz abiye gelinlik elbise,giyim/elbise,bertuğ bebek,0,1,0.5085867222997189,probability,0.16666666666666666,0.008586722299718907
TERM_b5530b26,ITEM_84542392d9ea,çocuk gelinlik,incili balon kol kız çocuk bebek saten kırık beyaz abiye gelinlik elbise,giyim/elbise,bertuğ bebek,1,1,0.5085867222997189,probability,0.16666666666666666,0.008586722299718907
TERM_3bfb238c,ITEM_0fa695ad5267,bayan tesettür takım,kristal etekli takım koyu yeşil,giyim/tesettür giyim/tesettür takımlar/tesettür alt - üst takım,lamelif,1,1,0.5086881719531313,probability,0.14285714285714285,0.008688171953131318
TERM_494f0a6e,ITEM_3c2ff0b3ffbd,erkek oversize pantolon,2 li siyah gri unisex baggy iki iplik oversize eşofman pantolon,giyim/alt giyim/pantolon,caonnes,0,0,0.4913071342186069,probability,0.16666666666666666,0.008692865781393111
TERM_069ca8c1,ITEM_602e4262bcfc,duru granül,granül matik sabun lavanta 1 kg 25 yıkama x 2 adet,süpermarket/ev bakım ve temizlik/çamaşır yıkama/çamaşır deterjanı,duru,1,0,0.49115893487920265,probability,0.08333333333333333,0.008841065120797353
TERM_e9d6ffde,ITEM_aa2e5698e41a,decathlon erkek,futbol topu beyaz / sarı 5 numara - f500 fıfa basıc,giyim/spor giyim/spor softshell & polar,decathlon,0,0,0.4910711930573918,probability,0.0,0.008928806942608225
TERM_45c63759,ITEM_442f6defd6f8,rivaistanbul,alina cappuccino nakışlı çift kişilik nevresimli pike seti - 8 parça çeyiz seti,ev & mobilya/ev/ev tekstili/yatak odası tekstili/yatak örtüsü/çift kişilik yatak örtüsü,rivaistanbul,1,1,0.5090896923702944,probability,0.0,0.009089692370294444
TERM_296835dd,ITEM_d11675302f94,cerruti 1881,ciwgo0018501 erkek kol saati,aksesuar/saat,cerruti 1881,1,0,0.4907375817774935,probability,0.0,0.009262418222506508
TERM_8a25ad03,ITEM_256a0adacbce,nano absolute,"keratin kaynak sökücü 125 ml - saç kaynak çıkarıcı, güçlü etki, hızlı ve kolay uygulama, profesyonel",kozmetik & kişisel bakım/saç bakım/saç bakım seti,nano absolute,1,0,0.49056369636764224,probability,0.0,0.009436303632357756
TERM_3a3287f9,ITEM_52387e14b07a,bergello kadın,324 kadın parfüm oriental edp 50ml brgpen324,kozmetik & kişisel bakım/parfüm ve deodorant/parfüm,bargello,1,1,0.5094547984951607,probability,0.125,0.009454798495160732
TERM_4ed6b00c,ITEM_0bf4f3d8caf0,ferre ankastre set,fryart sc serisi kaymaz döküm izgara beyaz 3'lü ankastre set ( xe63cb-sc206-d064 ),elektronik/beyaz eşya & iklimlendirme/beyaz eşya/davlumbaz,ferre,0,1,0.5094854519112421,probability,0.14285714285714285,0.00948545191124206
TERM_01aef776,ITEM_6f2ebfb4c027,wet n wild,coverall face primer makyaj bazı partners in prime,kozmetik & kişisel bakım/makyaj/ten makyajı/makyaj bazı,wet n wild,1,0,0.4905135895368728,probability,0.0,0.009486410463127204
TERM_6c062ae2,ITEM_a0addddbd907,hamam tası,lüks curun kurna hamam tası,ev & mobilya/ev/banyo/banyo aksesuarları/banyo seti,balıkçı plastik,0,0,0.49041956986068164,probability,0.4,0.009580430139318363
TERM_e701fad4,ITEM_970e6d635e3a,uyku tulumu,antrasit kapüşonlu pelüş erkek çocuk uyku tulumu,giyim/bebek giyim/bebek tulumu/uyku tulumu,lc waikiki,1,0,0.49034300119735325,probability,0.2857142857142857,0.009656998802646755
TERM_a75bd06a,ITEM_773cdf9e2e7e,nail art,5 ml gel paint uv çizim nail art boyası kod:1568,kozmetik & kişisel bakım/makyaj/tırnak/takma tırnak & aksesuarı,venalisa,1,0,0.4902296577483012,probability,0.2,0.009770342251698816
TERM_a37d29a2,ITEM_85264f86e167,abdullah kiğılı takım elbise,regular fit yünlü takım elbise,giyim/üst giyim/kazak & hırka/kazak,abdullah kiğılı,0,0,0.4901593906930469,probability,0.2857142857142857,0.009840609306953074
TERM_4116f03c,ITEM_c129bbd93703,saklama kabi,"bird cage desenli yuvarlak metal saklama kabı 14 cm, erzak kabı 14 x 15 cm, 2.1 litre, er143-t7",ev & mobilya/ev/sofra & mutfak/mutfak saklama ve düzenleme/saklama kabı,evle,1,0,0.49011472513187493,probability,0.0625,0.009885274868125071
TERM_05a352d1,ITEM_35d195d91910,gold topuklu,kadın gümüş platform topuklu ayakkabı,ayakkabı/topuklu ayakkabı/abiye ayakkabı,altin topuk,1,1,0.5099910935939842,probability,0.16666666666666666,0.009991093593984202
TERM_e46b68c0,ITEM_639a578fba65,asics erkek ayakkabı,versablast 4 erkek gri koşu ayakkabısı 1011b984-003,ayakkabı/spor ayakkabı/voleybol ayakkabısı,asics,1,0,0.489979318435881,probability,0.1111111111111111,0.010020681564119005
TERM_7e844ac3,ITEM_ef8772a67849,dekoratif duvar rafı,"dekoratif tasarım 6 katlı duvara monte kitaplık, ev rafı , ceviz raf 712",ev & mobilya/mobilya/çalışma odası/kitaplık,phobia,1,0,0.4899110758059683,probability,0.14285714285714285,0.010088924194031679
TERM_65d8899e,ITEM_852f8a1ab014,mammamia,kadın günlük hakiki deri kare burun bantlı babet m26ya7145,ayakkabı/günlük ayakkabı/babet,mammamia,1,1,0.5100934153496027,probability,0.0,0.01009341534960273
TERM_5c70e52d,ITEM_ac1d1522be57,taşlı topuklu ayakkabı,gümüş taşlı bilekten bağlamalı fiyonk detaylı kadın stiletto abiye ayakkabı,ayakkabı/topuklu ayakkabı/abiye ayakkabı,lesia,0,1,0.5100995189110492,probability,0.18181818181818182,0.01009951891104921
TERM_330170b1,ITEM_ecc9ee7080f4,mavi kadın ceket,jemma,giyim/dış giyim/ceket & yelek/ceket,mavi,1,0,0.48981165103903324,probability,0.0,0.010188348960966764
TERM_33e36c4d,ITEM_783a13d95632,araba kokusu,beni sev sevimli fil oto kokusu ve oto aksesuarı,otomobil & motosiklet/otomobil/oto bakım & temizlik/oto kokusu,1001model,0,1,0.5102219659240936,probability,0.1111111111111111,0.010221965924093634
TERM_ebde0c75,ITEM_cb368fd5aae6,mobilya kulpu,10 adet siyah mobilya kulbu seti plastik kapak & çekmece kulpları (96 mm 128mm vida aralığı),banyo yapı & hırdavat/hırdavat/mobilya kulpu,muhtalif markalar,0,1,0.5104480351344509,probability,0.058823529411764705,0.010448035134450917
TERM_f493bc5a,ITEM_8bd5ed29ee36,homepack tablo,tekli ahşap çerçeveli tablo tek parça poster tablo ktc/023,ev & mobilya/ev/ev dekorasyon/tablo,homepack,1,0,0.48948766960760925,probability,0.1,0.010512330392390745
TERM_c155b608,ITEM_100bf2274500,jel yakıt,osmanlı ocak yakıtı jel yakıt ateş tutuşturma ateş başlatıcı mangal yakıtı 40 litre,bahçe & elektrikli el aletleri/bahçe/mangal & barbekü/mangal aksesuarları,toptancı amca,1,1,0.5105546943386711,probability,0.18181818181818182,0.010554694338671067
TERM_1907c9e4,ITEM_04bee95b6d91,schwarzkopf,sılhoutte saç spreyi süper tutucu-siyah 500ml,kozmetik & kişisel bakım/saç bakım/saç şekillendirici ürünler/saç spreyi,schwarzkopf,1,1,0.5105872781925981,probability,0.0,0.010587278192598082
TERM_40fc4ed2,ITEM_3340537a2c69,bayan triko kazak,relax fit yumuşak dokulu v yaka basic düz kırmızı triko kazak c4024ax24wn,giyim/üst giyim/kazak & hırka/kazak,defacto,1,1,0.5105874771013774,probability,0.15384615384615385,0.010587477101377418
TERM_768a949e,ITEM_b4841c8b25a8,montessori raf,anka montessori ahşap yer kitaplığı,ev & mobilya/mobilya/bebek & çocuk odası mobilyası/çocuk & montessori kitaplık,zeo wood design,0,0,0.4893552825843715,probability,0.16666666666666666,0.010644717415628502
TERM_4660922c,ITEM_29bf6db1304e,muscent,c055 – 50 ml.,kozmetik & kişisel bakım/parfüm ve deodorant/parfüm,muscent,1,1,0.5107367920590735,probability,0.0,0.010736792059073519
TERM_6150dd7b,ITEM_b6dd10d2525f,takma tırnak,espresso jel takma tırnak tekrar kullanılabilir küt manikür seti 30 adet,kozmetik & kişisel bakım/makyaj/tırnak/takma tırnak & aksesuarı,dippnails,1,0,0.4892426123995306,probability,0.18181818181818182,0.010757387600469404
TERM_f17e0162,ITEM_aaa3dad888ab,mika kase,plastik magnolia tatlı sunum bardağı | 12'li mika magnolya dondurma puding kasesi (cam değildir),ev & mobilya/ev/sofra & mutfak/sofra/kase,orvila,1,0,0.489226737788221,probability,0.07142857142857142,0.010773262211778989
TERM_692c9040,ITEM_c9a9ede89e1f,telefon tripod,led işıklı gopro uyumlu bluetooth kumandalı 170 cm selfie çubuğu ve tripod telefon tutacağı,elektronik/foto & kamera/foto & kamera aksesuarı,asfal,1,0,0.48918143452538393,probability,0.14285714285714285,0.010818565474616071
TERM_921e2696,ITEM_4c669d18f78b,protez tırnak,builder jel 30ml cover dark protez tırnak jeli protez nail shop,kozmetik & kişisel bakım/makyaj/tırnak/takma tırnak & aksesuarı,pronsh,1,0,0.4891533615130047,probability,0.2,0.010846638486995297
TERM_9d639ca0,ITEM_da8f354d24f5,polo air,zirkon taşlı baget kolye ve asansörlü bileklik kombin gümüş renk,aksesuar/takı & mücevher/set & takım/bijuteri set,polo air,0,0,0.48913071141061765,probability,0.0,0.010869288589382353
TERM_e8c2a722,ITEM_1cc79cad27c9,guess siyah çanta,eco evaine omuz çanta evg953506,aksesuar/çanta/omuz çantası,guess,1,1,0.510871336912824,probability,0.14285714285714285,0.010871336912824048
TERM_a7ef4a76,ITEM_a3114db2312c,cerrahi forma,siyah premium kumaş likralı cerrahi doktor hemşire scrubs forma takım,banyo yapı & hırdavat/hırdavat/iş kıyafeti,simirna üniforma,0,1,0.5109625946898293,probability,0.2,0.010962594689829297
TERM_f4203dd2,ITEM_4ded0cda09fb,iç cephe boyası,renova  yeni nesil dönüşüm boyası 1 kg,banyo yapı & hırdavat/boya/iç cephe boyası,decos,1,0,0.4890115461743284,probability,0.1111111111111111,0.010988453825671596
TERM_503fc220,ITEM_48e6ee691d1e,şık abiye elbise,kol volanlı kısa dantel abiye elbise 13034,giyim/abiye & mezuniyet elbisesi,pullimm,1,1,0.5110512619120541,probability,0.25,0.011051261912054078
TERM_8ff295f3,ITEM_a75f8dbf1c01,yolluk,salon halısı geometrik iskandinav toz tutmaz dijital baskı yıkanabilir kaymaz taban  8144,ev & mobilya/mobilya/halı / kilim/yolluk,sarar,0,1,0.5111460772563824,probability,0.0,0.011146077256382392
TERM_63f932bd,ITEM_3a426caed324,bohem kulp,bohem hasır bambu rattan yuvarlak kulp - açık meşe renk,banyo yapı & hırdavat/hırdavat/mobilya kulpu,kumru by saadet & fatma,1,1,0.511252858806163,probability,0.2,0.011252858806163002
TERM_9d9f0dc8,ITEM_e9ab38a31e3a,the north face erkek,"clyffe suede ayakkabı nf0a8aff7ly1 çok renkli-38,5",giyim/spor giyim/spor ceket,the north face,0,0,0.4887358974544269,probability,0.0,0.011264102545573085
TERM_40b29923,ITEM_161f67ccc368,dolap kaplama folyosu,siyah karbon fiber folyo 40 cm x 3 metre kaplama folyosu yapışkanlı,ev & mobilya/ev/ev dekorasyon/yapışkanlı folyo,autofolyo,0,1,0.5112999822889142,probability,0.15384615384615385,0.011299982288914157
TERM_aeea09c0,ITEM_4e1aaadeafd2,soudal silikon,mastik silikonize siyah 485 gr,banyo yapı & hırdavat/hırdavat/silikon,soudal,0,1,0.5114233387936397,probability,0.0,0.011423338793639659
TERM_6a915787,ITEM_4b3dbd5b6778,preo,mmu107 2a-usb-a to lgtning kablo 1 m,elektronik/elektronik aksesuarlar/cep telefonu aksesuarları/şarj kabloları/şarj kablosu,preo,1,1,0.51158705167317,probability,0.0,0.011587051673169979
TERM_2222720d,ITEM_36344f456628,plastik bardak,emoji sticker’lı dekoratif çok amaçlı plastik beyaz bardak 😊✨,süpermarket/ev tüketim malzemesi,hank ticaret,1,1,0.5117059971976139,probability,0.2222222222222222,0.011705997197613893
TERM_d7851dfb,ITEM_3d884f13cec3,kız bebek takımı,erkek bebek 2'li takım baskılı kısa kollu waffle tişört beli lastikli alt e7933a525sm,giyim/bebek giyim/bebek takımı,dinamik çocuk,0,0,0.48823716745330714,probability,0.06666666666666667,0.011762832546692858
TERM_5667bdf9,ITEM_aa0b524537b6,kırmızı şemsiye,su geçirmez mini kapsül şemsiye – katlanabilir sert kılıflı kompakt şemsiye (7 renk),aksesuar/diğer aksesuar/şemsiye,market,1,1,0.5120888176492915,probability,0.07692307692307693,0.012088817649291483
TERM_1a7e93de,ITEM_b229f0fa32f2,mavi çocuk,baskılı kahverengi tişört loose fit / bol rahat kesim 6610221-70243,giyim/üst giyim/t-shirt,mavi,1,0,0.4878478174733832,probability,0.0,0.012152182526616817
TERM_d7a64778,ITEM_d92e84e6e1ff,ilk adım ayakkabısı,v1082180 ilk adım pudra unisexgünlük ayakkabı,ayakkabı/günlük ayakkabı/casual ayakkabı,vicco,1,1,0.5121892953717361,probability,0.2857142857142857,0.012189295371736075
TERM_6baab6c7,ITEM_fca1cd479dc0,erkek jogger pantolon,bej klasik jogger pantolon 50306962-vr012,giyim/alt giyim/pantolon,pierre cardin,1,1,0.512225321497505,probability,0.3333333333333333,0.012225321497504993
TERM_f3275c8e,ITEM_69ac5a44e517,yatak odası tekstili,12 parça yapraklar duvar dekoru - salon oturma yatak odası mutfak ofis antre için tablo seti,ev & mobilya/ev/ev dekorasyon/tablo,hediyesepetin,0,0,0.48769037409848015,probability,0.11764705882352941,0.01230962590151985
TERM_9d9f0dc8,ITEM_046df161b093,the north face erkek,quest erkek siyah mont,giyim/spor giyim/spor yağmurluk & rüzgarlık,the north face,1,1,0.5123395805920328,probability,0.14285714285714285,0.012339580592032773
TERM_d36bd8b8,ITEM_6e006b54349c,jerf tayt,optime essentials workout kadın siyah tayt (jy4815),giyim/spor giyim/spor tayt,puma,0,1,0.512345252000769,probability,0.125,0.01234525200076897
TERM_ae55740c,ITEM_e27647068cc7,kadın deodorant,full speed quantum erkek sprey deodorant 150ml üçlü paket,kozmetik & kişisel bakım/parfüm ve deodorant/deodorant ve roll on,farmasi,0,1,0.5123608096175877,probability,0.1,0.012360809617587676
TERM_cf11383b,ITEM_298444df0bd6,gül kurusu eşarp,mısırlı eşarpları cocoon sport twill eşarp,giyim/tesettür giyim/eşarp,mim eşarp,0,0,0.48763230303341426,probability,0.125,0.01236769696658574
TERM_87d39697,ITEM_78d3e2afa3c6,lorus saat,rl485bx9 otomatik erkek kol saati,aksesuar/saat,lorus,0,1,0.5124071685045818,probability,0.0,0.01240716850458179
TERM_d41997c7,ITEM_ab372328dcad,siyah kız çocuk babet,iç tabanı ortopedik yaprak detaylı günlük kız çocuk babet,ayakkabı/günlük ayakkabı/babet,pabuçland,0,1,0.5124158780080525,probability,0.3,0.01241587800805255
TERM_3634d658,ITEM_d94dbba299c7,desa kadın ayakkabı,holden siyah erkek deri klasik ayakkabı,ayakkabı/günlük ayakkabı/klasik ayakkabı,desa,0,1,0.5124241594175691,probability,0.125,0.012424159417569136
TERM_6150dd7b,ITEM_149c38ceb230,takma tırnak,100'lü kutulu balerin protez takma tırnak - 236,kozmetik & kişisel bakım/makyaj/tırnak/takma tırnak & aksesuarı,ocean,1,1,0.5125406187527584,probability,0.25,0.012540618752758359
TERM_4028a6fc,ITEM_c85bfb5d1025,mavi sweatshirt,mickey baskılı pembe sweatshirt 7s10142-71085,aksesuar/çanta/cüzdan,mavi,0,0,0.4874551910806906,probability,0.16666666666666666,0.012544808919309425
TERM_20537641,ITEM_8455cfd96056,hasır sepet,hasır 700779 2 katlı yuvarlak meyvelik dekor sepeti düzenleyici organizer,ev & mobilya/ev/ev gereçleri/depolama&düzenleme ürünleri/sepet,bayev,1,1,0.5125793606456782,probability,0.09090909090909091,0.012579360645678217
TERM_1d23e135,ITEM_cb197cd9ed84,oto hoparlör,oto mıdrange component 10cm 120w 2 adet bmw br-303c uyumlu,otomobil & motosiklet/oto ses görüntü sistemleri/oto hoparlör,burock,0,0,0.4873981404263438,probability,0.09090909090909091,0.012601859573656227
TERM_529eb051,ITEM_815d61a0c69e,mutfak perde,evsehome karışık yapraklar mutfak fon perde,ev & mobilya/mobilya/perde/fon perde,evsehomes,1,1,0.5126723845888141,probability,0.3333333333333333,0.012672384588814145
TERM_af517dda,ITEM_78e287a92095,tablet kalemleri,ios android windows ile uyumlu tablet telefon ipad yazı çizim kalemi + yedek uç,elektronik/elektronik aksesuarlar/tablet aksesuarları/tablet kalemi,techmaster,1,1,0.5127161726287921,probability,0.06666666666666667,0.0127161726287921
TERM_f6852c9d,ITEM_0b9400a872c9,cam erzak kabı,6 adet mega boy uzun dik saydam kapaklı çizgili cam kavanoz seti 1500ml erzak saklama kabı,ev & mobilya/ev/sofra & mutfak/mutfak saklama ve düzenleme/kavanoz,tercih home,1,1,0.512859804934783,probability,0.1875,0.012859804934783003
TERM_5d35dfc0,ITEM_d86d85d4604f,sıtor perde,çift mekanizmalı tül ve stor perde - model 7,ev & mobilya/mobilya/perde/stor perde,perastore,0,0,0.4870668994887449,probability,0.1,0.012933100511255124
TERM_08972a96,ITEM_7fbc089d74cb,morponi yağdanlık,cam yağlık şişesi seti 2'li damlatmaz zeytinyağı ayçiçek yağı mutfak şık tasarım yağdanlık 750 ml,ev & mobilya/ev/sofra & mutfak/yemek hazırlık/yağdanlık,fbzhome,0,0,0.48706497055645,probability,0.0625,0.012935029443550017
TERM_25a7db3b,ITEM_e4b5523ea7a4,icone bag spor çantası,"paraşüt kumaş çanta - yoga mat bölmeli, fermuarlı cepli, ayarlanabilir askılı, fileli iç cep",aksesuar/çanta/spor çantası,icone bag,0,1,0.5129737936891559,probability,0.0,0.012973793689155855
TERM_c4267ea5,ITEM_6aa8fbcaa7bd,vans,mn caldrone erkek moda ayakkabi,ayakkabı/spor ayakkabı/sneaker,vans,1,0,0.48700366919440424,probability,0.0,0.012996330805595757
TERM_b7e338cb,ITEM_fa507d0156ae,nike kadın tişört,899986-463 academy 18 polo kadın polo t-shirt,giyim/üst giyim/t-shirt,nike,1,1,0.5131742789996555,probability,0.125,0.013174278999655509
TERM_b7aaa8d1,ITEM_6047dd671bdf,dolgu topuk sandalet,kadın deri sandalet 146-4535,ayakkabı/sandalet ve terlik/sandalet,janestt,1,1,0.5133676410201481,probability,0.16666666666666666,0.013367641020148091
TERM_30ff7349,ITEM_b8ab709aa5b1,aplik,yapışkanlı 9v pilli led siyah beyaz işık duvar aplik 34 cm tablo ayna üstü dekoratif aydınlatma,ev & mobilya/mobilya/elektrik & aydınlatma/aplik,bozyaka aydınlatma,0,1,0.5133796983383564,probability,0.0625,0.013379698338356394
TERM_8ff295f3,ITEM_5f1d0efec02c,yolluk,armoni dinarsu kaymaz tabanlı kesme kabartmalı salon koridor mutfak hali gri,ev & mobilya/mobilya/halı / kilim/yolluk,melian,1,1,0.5134273830236598,probability,0.0,0.013427383023659756
TERM_b0f891c4,ITEM_019c685c739b,tryon,ft-180 - 5 numara mavi 3 astar dikişli futbol topu - ft180,spor & outdoor/ekipman & aksesuar/futbol/futbol topu,tryon,1,0,0.4864980244841587,probability,0.0,0.013501975515841314
TERM_f97e5672,ITEM_060bc33c4dba,xuping,xuping özel seri 14k v desen hasır kuyumcu işçiliği gold bileklik,aksesuar/takı & mücevher/bileklik/bijuteri bileklik,trinidad,0,1,0.5135071312103587,probability,0.09090909090909091,0.013507131210358736
TERM_64cbfda7,ITEM_4e606a4c94c3,voleybol topu,vxs-02 dikişli 5 no plaj voleybolu topu,spor & outdoor/ekipman & aksesuar/voleybol/voleybol topu,mikasa,1,1,0.5135830289880761,probability,0.125,0.013583028988076062
TERM_e3867f47,ITEM_77388b1c8c20,çelik bileklik,üçlü zigzag ajda bileklik,aksesuar/takı & mücevher/bileklik/çelik bileklik,xuping jewelry,0,0,0.4863773053204954,probability,0.2,0.01362269467950461
TERM_11851507,ITEM_b5435fdbd758,pony,6.5 mm 1. kalite ithal şiş - 35 cm örgü şişi,hobi & eğlence/hobi malzemeleri/şiş,pony,1,1,0.5136980925795972,probability,0.0,0.013698092579597199
TERM_e3707e28,ITEM_5ddf946947ee,taşlı yüzük,antik gümüş kaplama dikenli kurukafa ayarlanabilir yüzük,aksesuar/takı & mücevher/yüzük/bijuteri yüzük,aurrari,0,0,0.4862912893610052,probability,0.125,0.013708710638994814
TERM_d309ad0c,ITEM_77de4da668d6,çantalık,ortak çantalık (l),ev & mobilya/ev/ev gereçleri/depolama&düzenleme ürünleri/dolap içi düzenleyici,yamazaki,1,1,0.5138764567636108,probability,0.3333333333333333,0.013876456763610823
TERM_6333a03f,ITEM_faad8959fd81,erkek kışlık mont,"erkek lacivert erkek kışlık şişme kaban – sıcak tutan, hafif ve şık tasarım mont&kaban",giyim/dış giyim/kaban & mont/mont,sivaist,1,1,0.5141294990124293,probability,0.14285714285714285,0.014129499012429325
